date,name student,rating,number rating
2027-07-19,Denis,4,6
2027-07-20,Denis,4,7
2027-07-27,Denis,4,3
2027-07-30,Denis,2,4
2027-08-01,Denis,4,3
2027-08-03,Denis,2,6
2027-08-05,Denis,5,3
2027-08-07,Denis,2,4
2027-08-10,Denis,5,5
2027-08-13,Denis,4,7
2027-08-14,Denis,2,3
2027-08-18,Denis,3,4
2027-08-19,Denis,4,3
2027-08-23,Denis,5,3
2027-08-24,Denis,2,7
2027-08-30,Denis,5,6
2027-08-31,Denis,5,2
2027-09-02,Denis,4,2
2027-09-03,Denis,3,1
2027-09-06,Denis,2,1
2027-09-09,Denis,5,7
2027-09-14,Denis,5,7
2027-09-21,Denis,2,7
2027-09-22,Denis,2,3
2027-09-30,Denis,3,2
2027-10-07,Denis,2,3
2027-10-08,Denis,3,2
2027-10-09,Denis,2,4
2027-10-10,Denis,2,6
2027-10-14,Denis,3,5
2027-10-15,Denis,4,5
2027-10-17,Denis,3,6
2027-10-18,Denis,3,7
2027-10-19,Denis,5,1
2027-10-21,Denis,2,2
2027-10-28,Denis,4,4
2027-11-02,Denis,2,5
2027-11-03,Denis,4,6
2027-11-04,Denis,4,5
2027-11-05,Denis,5,5
2027-11-10,Denis,2,1
2027-11-12,Denis,2,5
2027-11-14,Denis,5,6
2027-11-18,Denis,2,6
2027-11-21,Denis,3,4
2027-11-26,Denis,2,3
2027-11-29,Denis,4,7
2027-11-30,Denis,4,3
2027-12-01,Denis,5,5
2027-12-03,Denis,4,7
2027-12-07,Denis,3,2
2027-12-10,Denis,4,6
2027-12-14,Denis,2,5
2027-12-16,Denis,5,7
2027-12-22,Denis,5,6
2027-12-23,Denis,4,7
2027-12-24,Denis,3,1
2027-12-29,Denis,2,5
2028-01-01,Denis,5,6
2028-01-05,Denis,5,2
2028-01-06,Denis,3,7
2028-01-10,Denis,3,4
2028-01-13,Denis,4,4
2028-01-17,Denis,5,1
2028-01-18,Denis,3,1
2028-01-22,Denis,4,7
2028-01-28,Denis,4,7
2028-01-30,Denis,3,6
2028-02-01,Denis,5,4
2028-02-02,Denis,3,7
2028-02-04,Denis,3,6
2028-02-08,Denis,2,1
2028-02-10,Denis,5,5
2028-02-12,Denis,4,5
2028-02-21,Denis,3,4
2028-02-23,Denis,4,6
2028-02-24,Denis,2,1
2028-02-25,Denis,5,7
2028-02-29,Denis,2,7
2028-03-04,Denis,4,7
2028-03-06,Denis,4,6
2028-03-12,Denis,5,7
2028-03-14,Denis,2,6
2028-03-17,Denis,2,7
2028-03-20,Denis,4,7
2028-03-23,Denis,3,1
2028-03-24,Denis,3,5
2028-03-25,Denis,3,6
2028-03-29,Denis,2,1
2028-03-30,Denis,5,5
2028-03-31,Denis,4,6
2028-04-01,Denis,5,5
2028-04-04,Denis,3,2
2028-04-05,Denis,2,7
2028-04-10,Denis,5,1
2028-04-12,Denis,3,5
2028-04-17,Denis,3,6
2028-04-21,Denis,2,7
2028-04-22,Denis,5,2
2028-04-24,Denis,4,7
2028-04-25,Denis,4,3
2028-04-29,Denis,5,7
2028-05-01,Denis,3,3
2028-05-03,Denis,5,3
2028-05-04,Denis,4,5
2028-05-06,Denis,2,1
2028-05-09,Denis,4,4
2028-05-11,Denis,2,5
2028-05-12,Denis,5,6
2028-05-13,Denis,5,2
2028-05-14,Denis,5,7
2028-05-15,Denis,4,4
2028-05-16,Denis,3,5
2028-05-19,Denis,3,5
2028-06-02,Denis,5,7
2028-06-06,Denis,4,6
2028-06-08,Denis,3,5
2028-06-09,Denis,3,2
2028-06-11,Denis,2,3
2028-06-13,Denis,3,3
2028-06-20,Denis,5,1
2028-06-25,Denis,4,7
2028-06-29,Denis,4,2
2028-07-02,Denis,5,4
2028-07-03,Denis,2,2
2028-07-05,Denis,4,5
2028-07-08,Denis,2,7
2028-07-13,Denis,4,6
2028-07-16,Denis,2,5
2028-07-21,Denis,4,3
2028-07-22,Denis,3,6
2028-07-23,Denis,2,2
2028-07-29,Denis,3,2
2028-07-30,Denis,5,4
2028-08-02,Denis,5,3
2028-08-03,Denis,3,7
2028-08-05,Denis,5,4
2028-08-07,Denis,2,7
2028-08-13,Denis,2,3
2028-08-15,Denis,3,5
2028-08-24,Denis,3,1
2028-08-26,Denis,3,7
2028-08-30,Denis,3,3
2028-08-31,Denis,2,2
2028-09-04,Denis,5,2
2028-09-06,Denis,3,2
2028-09-07,Denis,3,5
2028-09-08,Denis,4,4
2028-09-22,Denis,2,5
2028-09-26,Denis,3,4
2028-10-02,Denis,5,3
2028-10-04,Denis,4,2
2028-10-06,Denis,2,1
2028-10-08,Denis,2,3
2028-10-10,Denis,3,6
2028-10-11,Denis,3,4
2028-10-21,Denis,2,7
2028-10-23,Denis,4,6
2028-10-24,Denis,2,4
2028-10-27,Denis,3,2
2028-10-30,Denis,4,2
2028-11-03,Denis,5,1
2028-11-06,Denis,5,4
2028-11-17,Denis,3,4
2028-11-18,Denis,2,3
2028-11-20,Denis,4,5
2028-11-21,Denis,5,3
2028-11-26,Denis,3,6
2028-12-01,Denis,3,7
2028-12-02,Denis,3,5
2028-12-14,Denis,2,3
2028-12-15,Denis,3,7
2028-12-17,Denis,2,7
2028-12-18,Denis,5,1
2028-12-19,Denis,5,2
2028-12-22,Denis,3,4
2028-12-25,Denis,3,2
2028-12-28,Denis,4,3
2028-12-29,Denis,5,2
2028-12-31,Denis,2,7
2029-01-02,Denis,5,6
2029-01-03,Denis,5,7
2029-01-04,Denis,4,3
2029-01-07,Denis,5,4
2029-01-10,Denis,4,4
2029-01-11,Denis,4,3
2029-01-16,Denis,2,4
2029-01-19,Denis,5,6
2029-01-21,Denis,5,5
2029-01-24,Denis,2,2
2029-01-31,Denis,4,1
2029-02-02,Denis,5,1
2029-02-03,Denis,2,1
2029-02-04,Denis,4,6
2029-02-08,Denis,4,1
2029-02-09,Denis,3,5
2029-02-12,Denis,2,7
2029-02-14,Denis,2,1
2029-02-15,Denis,4,1
2029-02-18,Denis,4,3
2029-02-19,Denis,2,7
2029-02-26,Denis,3,5
2029-02-27,Denis,5,1
2029-03-04,Denis,5,4
2029-03-06,Denis,2,2
2029-03-08,Denis,4,7
2029-03-13,Denis,5,7
2029-03-14,Denis,2,1
2029-03-16,Denis,4,7
2029-03-20,Denis,5,7
2029-03-22,Denis,3,1
2029-03-25,Denis,5,2
2029-03-26,Denis,3,2
2029-03-27,Denis,5,3
2029-03-28,Denis,3,2
2029-03-29,Denis,3,4
2029-04-01,Denis,4,4
2029-04-02,Denis,2,2
2029-04-04,Denis,4,7
2029-04-05,Denis,3,4
2029-04-06,Denis,5,4
2029-04-14,Denis,3,4
2029-04-15,Denis,2,7
2029-04-18,Denis,3,4
2029-04-20,Denis,2,7
2029-04-21,Denis,3,1
2029-04-22,Denis,2,5
2029-04-23,Denis,3,3
2029-04-27,Denis,5,2
2029-04-28,Denis,4,7
2029-05-02,Denis,4,5
2029-05-09,Denis,4,7
2029-05-10,Denis,2,3
2029-05-11,Denis,3,3
2029-05-13,Denis,3,5
2029-05-17,Denis,2,6
2029-05-21,Denis,2,6
2029-05-25,Denis,5,1
2029-05-30,Denis,2,5
2029-05-31,Denis,2,5
2029-06-06,Denis,5,3
2029-06-08,Denis,4,5
2029-06-09,Denis,4,7
2029-06-11,Denis,2,2
2029-06-12,Denis,2,2
2029-06-15,Denis,3,1
2029-06-20,Denis,3,1
2029-06-21,Denis,2,7
2029-07-01,Denis,5,2
2029-07-06,Denis,2,6
2029-07-07,Denis,5,5
2029-07-09,Denis,3,6
2029-07-17,Denis,4,2
2029-07-19,Denis,5,4
2029-07-20,Denis,4,7
2029-07-22,Denis,4,5
2029-07-23,Denis,2,5
2029-07-25,Denis,4,7
2029-07-28,Denis,2,2
2029-08-05,Denis,3,6
2029-08-06,Denis,4,1
2029-08-11,Denis,5,1
2029-08-12,Denis,4,5
2029-08-14,Denis,5,7
2029-08-19,Denis,2,1
2029-08-23,Denis,3,5
2029-08-24,Denis,4,7
2029-08-26,Denis,3,6
2029-08-30,Denis,4,3
2029-09-06,Denis,3,4
2029-09-10,Denis,3,1
2029-09-11,Denis,3,7
2029-09-15,Denis,5,5
2029-09-24,Denis,4,5
2029-09-29,Denis,4,7
2029-10-02,Denis,5,5
2029-10-03,Denis,4,2
2029-10-05,Denis,4,7
2029-10-08,Denis,3,5
2029-10-09,Denis,5,6
2029-10-10,Denis,3,2
2029-10-16,Denis,4,4
2029-10-18,Denis,3,1
2029-10-19,Denis,5,4
2029-10-23,Denis,3,5
2029-10-24,Denis,3,6
2029-10-25,Denis,5,6
2029-11-02,Denis,3,2
2029-11-04,Denis,4,4
2029-11-08,Denis,4,2
2029-11-10,Denis,3,5
2029-11-11,Denis,5,4
2029-11-12,Denis,2,1
2029-11-16,Denis,5,7
2029-11-17,Denis,5,4
2029-11-18,Denis,5,7
2029-11-23,Denis,2,3
2029-11-28,Denis,4,2
2029-12-01,Denis,5,6
2029-12-02,Denis,3,3
2029-12-03,Denis,2,4
2029-12-09,Denis,4,6
2029-12-13,Denis,5,4
2029-12-17,Denis,5,2
2029-12-18,Denis,2,7
2029-12-19,Denis,4,4
2029-12-20,Denis,3,1
2029-12-23,Denis,2,7
2029-12-24,Denis,4,4
2030-01-04,Denis,5,5
2030-01-07,Denis,4,5
2030-01-10,Denis,3,7
2030-01-21,Denis,4,3
2030-01-24,Denis,4,3
2030-02-03,Denis,3,1
2030-02-04,Denis,2,4
2030-02-06,Denis,3,1
2030-02-08,Denis,5,4
2030-02-09,Denis,3,2
2030-02-10,Denis,3,3
2030-02-13,Denis,3,7
2030-02-14,Denis,5,7
2030-02-17,Denis,3,1
2030-02-20,Denis,3,4
2030-02-21,Denis,5,1
2030-02-22,Denis,4,2
2030-02-23,Denis,2,6
2030-02-24,Denis,2,4
2030-02-28,Denis,5,4
2030-03-03,Denis,4,1
2030-03-05,Denis,5,6
2030-03-06,Denis,3,3
2030-03-25,Denis,4,4
2030-03-26,Denis,5,5
2030-03-28,Denis,4,6
2030-03-31,Denis,3,5
2030-04-01,Denis,2,2
2030-04-03,Denis,3,3
2030-04-04,Denis,3,6
2030-04-07,Denis,2,1
2030-04-08,Denis,2,4
2030-04-12,Denis,3,7
2030-04-14,Denis,5,1
2030-04-20,Denis,3,1
2030-04-21,Denis,5,4
2030-04-23,Denis,4,2
2030-04-26,Denis,4,2
2030-04-27,Denis,3,7
2030-04-28,Denis,2,7
2030-04-30,Denis,3,5
2030-05-03,Denis,5,2
2030-05-06,Denis,4,7
2030-05-10,Denis,5,1
2030-05-13,Denis,5,7
2030-05-14,Denis,2,7
2030-05-17,Denis,3,7
2030-05-18,Denis,3,3
2030-05-26,Denis,4,4
2030-05-27,Denis,2,6
2030-05-28,Denis,5,3
2030-05-30,Denis,5,3
2030-05-31,Denis,5,7
2030-06-02,Denis,3,5
2030-06-07,Denis,4,1
2030-06-10,Denis,3,6
2030-06-12,Denis,4,5
2030-06-13,Denis,5,6
2030-06-14,Denis,3,3
2030-06-20,Denis,4,5
2030-06-22,Denis,5,4
2030-06-26,Denis,5,7
2030-06-30,Denis,2,7
2030-07-11,Denis,4,6
2030-07-13,Denis,4,6
2030-07-15,Denis,4,6
2030-07-16,Denis,4,5
2030-07-26,Denis,3,5
2030-07-30,Denis,4,3
2030-08-07,Denis,4,3
2030-08-10,Denis,3,5
2030-08-13,Denis,3,5
2030-08-15,Denis,5,1
2030-08-17,Denis,4,4
2030-08-24,Denis,5,7
2030-08-29,Denis,4,7
2030-08-30,Denis,5,6
2030-09-08,Denis,4,2
2030-09-12,Denis,2,1
2030-09-13,Denis,2,1
2030-09-14,Denis,5,2
2030-09-19,Denis,2,2
2030-09-20,Denis,4,4
2030-09-23,Denis,2,7
2030-10-04,Denis,3,4
2030-10-07,Denis,4,4
2030-10-22,Denis,5,7
2030-10-25,Denis,5,4
2030-10-28,Denis,4,3
2030-10-31,Denis,3,7
2030-11-01,Denis,4,6
2030-11-03,Denis,5,4
2030-11-05,Denis,5,3
2030-11-06,Denis,4,7
2030-11-08,Denis,4,7
2030-11-10,Denis,5,3
2030-11-22,Denis,3,7
2030-11-23,Denis,3,7
2030-11-25,Denis,3,2
2030-11-29,Denis,5,2
2030-11-30,Denis,3,4
2030-12-02,Denis,5,2
2030-12-04,Denis,5,3
2030-12-06,Denis,5,2
2030-12-08,Denis,2,4
2030-12-09,Denis,5,6
2030-12-11,Denis,4,7
2030-12-16,Denis,3,2
2030-12-17,Denis,5,2
2030-12-18,Denis,4,1
2030-12-22,Denis,4,3
2030-12-23,Denis,5,3
2030-12-24,Denis,4,4
2030-12-27,Denis,5,5
2030-12-31,Denis,2,7
2031-01-06,Denis,5,1
2031-01-07,Denis,2,4
2031-01-08,Denis,4,5
2031-01-18,Denis,3,7
2031-01-20,Denis,4,4
2031-01-21,Denis,2,2
2031-01-23,Denis,5,7
2031-01-26,Denis,3,4
2031-02-05,Denis,2,6
2031-02-09,Denis,2,7
2031-02-14,Denis,3,2
2031-02-17,Denis,2,6
2031-02-18,Denis,4,5
2031-02-20,Denis,5,3
2031-02-25,Denis,3,2
2031-03-03,Denis,5,6
2031-03-04,Denis,3,4
2031-03-11,Denis,4,3
2031-03-13,Denis,3,6
2031-03-20,Denis,2,6
2031-03-22,Denis,3,1
2031-03-25,Denis,4,2
2031-03-30,Denis,3,7
2031-04-01,Denis,4,4
2031-04-05,Denis,5,6
2031-04-11,Denis,2,7
2031-04-15,Denis,4,4
2031-04-16,Denis,3,6
2031-04-21,Denis,4,6
2031-04-24,Denis,5,2
2031-04-25,Denis,5,1
2031-04-29,Denis,5,1
2031-05-01,Denis,5,2
2031-05-03,Denis,2,3
2031-05-04,Denis,4,7
2031-05-07,Denis,4,6
2031-05-08,Denis,5,5
2031-05-10,Denis,4,4
2031-05-13,Denis,4,2
2031-05-17,Denis,5,3
2031-05-18,Denis,5,3
2031-05-19,Denis,2,6
2031-05-25,Denis,5,5
2031-05-26,Denis,3,7
2031-06-02,Denis,5,7
2031-06-03,Denis,3,5
2031-06-07,Denis,5,3
2031-06-09,Denis,3,1
2031-06-16,Denis,4,2
2031-06-20,Denis,2,1
2031-06-22,Denis,5,3
2031-06-24,Denis,2,5
2031-06-25,Denis,4,6
2031-06-26,Denis,2,3
2031-06-30,Denis,5,4
2031-07-03,Denis,5,2
2031-07-06,Denis,4,5
2031-07-07,Denis,4,1
2031-07-08,Denis,3,4
2031-07-09,Denis,5,1
2031-07-11,Denis,3,4
2031-07-12,Denis,4,3
2031-07-13,Denis,5,3
2031-07-14,Denis,4,6
2031-07-18,Denis,3,5
2031-07-19,Denis,4,3
2031-07-21,Denis,5,2
2031-07-22,Denis,2,6
2031-07-23,Denis,3,2
2031-07-24,Denis,3,2
2031-07-25,Denis,3,2
2031-07-26,Denis,3,2
2031-07-30,Denis,4,5
2031-08-01,Denis,5,4
2031-08-04,Denis,2,4
2031-08-06,Denis,4,7
2031-08-10,Denis,3,1
2031-08-11,Denis,3,1
2031-08-15,Denis,4,6
2031-08-16,Denis,2,3
2031-08-19,Denis,2,1
2031-08-20,Denis,3,6
2031-08-22,Denis,3,4
2031-08-25,Denis,5,6
2031-08-28,Denis,5,3
2031-09-01,Denis,3,7
2031-09-05,Denis,5,5
2031-09-10,Denis,4,1
2031-09-11,Denis,2,3
2031-09-15,Denis,3,4
2031-09-16,Denis,2,5
2031-09-17,Denis,5,5
2031-09-20,Denis,5,3
2031-09-21,Denis,5,2
2031-09-28,Denis,2,3
2031-09-29,Denis,2,3
2031-09-30,Denis,2,3
2031-10-03,Denis,2,3
2031-10-10,Denis,4,7
2031-10-12,Denis,2,1
2031-10-15,Denis,4,3
2031-10-16,Denis,4,1
2031-10-19,Denis,5,7
2031-10-24,Denis,5,3
2031-10-28,Denis,4,7
2031-10-31,Denis,5,3
2031-11-02,Denis,5,7
2031-11-03,Denis,3,7
2031-11-06,Denis,5,7
2031-11-10,Denis,3,7
2031-11-16,Denis,5,7
2031-11-23,Denis,4,4
2031-12-07,Denis,2,3
2031-12-10,Denis,4,7
2031-12-12,Denis,3,1
2031-12-15,Denis,4,2
2031-12-21,Denis,2,4
2031-12-23,Denis,5,1
2031-12-25,Denis,4,7
2031-12-27,Denis,3,4
2031-12-28,Denis,5,4
2031-12-31,Denis,4,4
2032-01-03,Denis,3,5
2032-01-08,Denis,2,5
2032-01-09,Denis,2,5
2032-01-11,Denis,4,7
2032-01-12,Denis,3,1
2032-01-14,Denis,5,4
2032-01-15,Denis,2,7
2032-01-16,Denis,5,6
2032-01-24,Denis,5,1
2032-01-28,Denis,5,5
2032-01-31,Denis,2,4
2032-02-02,Denis,5,6
2032-02-08,Denis,5,7
2032-02-11,Denis,3,3
2032-02-14,Denis,4,5
2032-02-21,Denis,3,3
2032-02-22,Denis,2,6
2032-02-24,Denis,4,1
2032-02-26,Denis,5,7
2032-02-28,Denis,5,1
2032-02-29,Denis,5,1
2032-03-01,Denis,4,4
2032-03-02,Denis,2,1
2032-03-03,Denis,3,1
2032-03-05,Denis,2,1
2032-03-12,Denis,3,5
2032-03-20,Denis,2,6
2032-03-25,Denis,5,3
2032-03-29,Denis,5,6
2032-04-01,Denis,4,1
2032-04-08,Denis,3,2
2032-04-09,Denis,5,3
2032-04-10,Denis,3,7
2032-04-13,Denis,4,6
2032-04-15,Denis,4,4
2032-04-16,Denis,5,5
2032-04-18,Denis,5,7
2032-04-21,Denis,3,2
2032-04-22,Denis,5,2
2032-04-23,Denis,2,1
2032-04-24,Denis,4,7
2032-04-28,Denis,4,3
2032-05-03,Denis,5,1
2032-05-06,Denis,3,6
2032-05-12,Denis,3,7
2032-05-14,Denis,3,5
2032-05-16,Denis,2,7
2032-05-17,Denis,5,4
2032-05-20,Denis,3,1
2032-05-21,Denis,3,6
2032-05-22,Denis,4,5
2032-05-26,Denis,5,3
2032-05-27,Denis,2,4
2032-05-28,Denis,4,2
2032-05-30,Denis,2,6
2032-05-31,Denis,4,7
2032-06-10,Denis,3,1
2032-06-11,Denis,3,6
2032-06-13,Denis,2,5
2032-06-19,Denis,2,5
2032-06-21,Denis,5,5
2032-06-24,Denis,4,7
2032-06-25,Denis,5,6
2032-06-26,Denis,2,5
2032-07-01,Denis,5,6
2032-07-05,Denis,4,3
2032-07-07,Denis,2,1
2032-07-13,Denis,4,2
2032-07-15,Denis,5,2
2032-07-17,Denis,4,4
2032-07-19,Denis,5,4
2032-07-20,Denis,5,2
2032-07-21,Denis,3,4
2032-07-23,Denis,2,4
2032-07-26,Denis,4,5
2032-07-29,Denis,3,3
2032-08-03,Denis,2,6
2032-08-06,Denis,5,2
2032-08-11,Denis,3,6
2032-08-17,Denis,3,2
2032-08-23,Denis,3,5
2032-08-25,Denis,5,4
2032-08-26,Denis,3,5
2032-08-28,Denis,4,6
2032-08-31,Denis,3,3
2032-09-01,Denis,5,5
2032-09-02,Denis,5,1
2032-09-03,Denis,4,7
2032-09-06,Denis,5,1
2032-09-13,Denis,4,1
2032-09-14,Denis,2,2
2032-09-15,Denis,5,2
2032-09-18,Denis,5,4
2032-09-21,Denis,5,7
2032-09-25,Denis,2,4
2032-09-26,Denis,2,4
2032-10-01,Denis,4,3
2032-10-03,Denis,2,6
2032-10-07,Denis,4,5
2032-10-17,Denis,5,7
2032-10-20,Denis,2,4
2032-10-21,Denis,4,6
2032-10-22,Denis,4,2
2032-10-26,Denis,5,4
2032-10-27,Denis,2,4
2032-10-28,Denis,3,7
2032-10-29,Denis,4,6
2032-11-02,Denis,5,2
2032-11-05,Denis,5,3
2032-11-06,Denis,3,3
2032-11-18,Denis,5,5
2032-11-20,Denis,5,6
2032-11-21,Denis,3,6
2032-11-26,Denis,5,1
2032-11-30,Denis,5,7
2032-12-03,Denis,2,2
2032-12-05,Denis,2,5
2032-12-08,Denis,3,5
2032-12-09,Denis,5,7
2032-12-12,Denis,2,2
2032-12-20,Denis,4,6
2032-12-22,Denis,2,3
2032-12-24,Denis,3,2
2032-12-25,Denis,5,6
2032-12-28,Denis,2,7
2032-12-29,Denis,3,2
2032-12-31,Denis,3,5
2033-01-05,Denis,5,7
2033-01-07,Denis,5,3
2033-01-08,Denis,3,2
2033-01-12,Denis,4,6
2033-01-13,Denis,3,6
2033-01-14,Denis,3,5
2033-01-18,Denis,2,7
2033-01-31,Denis,4,4
2033-02-01,Denis,4,1
2033-02-02,Denis,3,7
2033-02-06,Denis,4,3
2033-02-11,Denis,2,7
2033-02-12,Denis,5,7
2033-02-15,Denis,2,5
2033-02-19,Denis,3,2
2033-02-23,Denis,3,2
2033-02-26,Denis,2,6
2033-02-27,Denis,2,5
2033-03-02,Denis,3,4
2033-03-05,Denis,4,7
2033-03-08,Denis,2,5
2033-03-11,Denis,2,1
2033-03-13,Denis,4,6
2033-03-17,Denis,3,5
2033-03-24,Denis,2,1
2033-03-26,Denis,4,5
2033-03-29,Denis,4,1
2033-04-02,Denis,5,5
2033-04-05,Denis,2,7
2033-04-10,Denis,4,7
2033-04-11,Denis,2,2
2033-04-16,Denis,5,1
2033-04-23,Denis,2,2
2033-04-26,Denis,5,1
2033-04-29,Denis,2,5
2033-05-01,Denis,2,7
2033-05-03,Denis,5,4
2033-05-05,Denis,2,1
2033-05-07,Denis,5,1
2033-05-08,Denis,2,3
2033-05-14,Denis,4,1
2033-05-17,Denis,5,2
2033-05-19,Denis,5,5
2033-05-26,Denis,3,7
2033-05-29,Denis,2,7
2033-05-31,Denis,4,6
2033-06-03,Denis,5,3
2033-06-08,Denis,3,5
2033-06-09,Denis,4,7
2033-06-12,Denis,5,1
2033-06-13,Denis,5,2
2033-06-17,Denis,5,3
2033-06-20,Denis,5,7
2033-06-22,Denis,3,6
2033-06-24,Denis,5,4
2033-07-01,Denis,2,2
2033-07-02,Denis,3,6
2033-07-03,Denis,5,1
2033-07-05,Denis,2,4
2033-07-06,Denis,5,5
2033-07-09,Denis,4,1
2033-07-11,Denis,5,6
2033-07-12,Denis,3,3
2033-07-25,Denis,2,2
2033-07-28,Denis,5,1
2033-08-02,Denis,2,6
2033-08-05,Denis,2,4
2033-08-09,Denis,3,2
2033-08-13,Denis,4,5
2033-08-14,Denis,5,4
2033-08-15,Denis,4,2
2033-08-18,Denis,5,7
2033-08-22,Denis,2,3
2033-08-23,Denis,5,1
2033-08-25,Denis,3,5
2033-08-27,Denis,4,5
2033-08-30,Denis,3,6
2033-09-04,Denis,5,4
2033-09-05,Denis,4,5
2033-09-07,Denis,3,1
2033-09-08,Denis,5,7
2033-09-10,Denis,5,3
2033-09-11,Denis,4,1
2033-09-23,Denis,2,4
2033-10-01,Denis,3,5
2033-10-06,Denis,2,1
2033-10-07,Denis,5,3
2033-10-09,Denis,2,5
2033-10-17,Denis,4,2
2033-10-18,Denis,5,5
2033-10-25,Denis,2,3
2033-10-28,Denis,3,1
2033-10-29,Denis,2,4
2033-11-06,Denis,4,4
2033-11-11,Denis,3,6
2033-11-16,Denis,4,2
2033-11-17,Denis,4,7
2033-11-18,Denis,3,6
2033-11-23,Denis,4,5
2033-11-25,Denis,3,6
2033-11-26,Denis,2,2
2033-11-27,Denis,2,7
2033-11-28,Denis,2,2
2033-11-29,Denis,4,4
2033-12-02,Denis,2,6
2033-12-11,Denis,5,3
2033-12-21,Denis,2,1
2033-12-22,Denis,3,1
2033-12-23,Denis,4,5
2033-12-25,Denis,3,3
2033-12-27,Denis,5,1
2033-12-28,Denis,3,5
2033-12-29,Denis,3,1
2034-01-04,Denis,2,1
2034-01-05,Denis,4,5
2034-01-06,Denis,3,4
2034-01-08,Denis,3,6
2034-01-09,Denis,5,1
2034-01-18,Denis,5,7
2034-01-19,Denis,3,3
2034-01-22,Denis,5,7
2034-01-23,Denis,2,7
2034-01-24,Denis,3,6
2034-01-31,Denis,5,2
2034-02-02,Denis,3,4
2034-02-08,Denis,5,5
2034-02-20,Denis,5,5
2034-02-21,Denis,5,3
2034-02-24,Denis,4,3
2034-02-25,Denis,2,5
2034-02-27,Denis,4,6
2034-03-02,Denis,4,1
2034-03-05,Denis,4,2
2034-03-09,Denis,4,3
2034-03-12,Denis,5,2
2034-03-14,Denis,4,2
2034-03-17,Denis,4,6
2034-03-18,Denis,2,1
2034-03-19,Denis,4,5
2034-03-21,Denis,5,6
2034-03-23,Denis,4,6
2034-03-30,Denis,4,5
2034-03-31,Denis,3,3
2034-04-06,Denis,3,5
2034-04-07,Denis,4,7
2034-04-10,Denis,2,2
2034-04-11,Denis,3,7
2034-04-12,Denis,5,4
2034-04-18,Denis,3,1
2034-04-22,Denis,2,3
2034-04-24,Denis,2,1
2034-04-25,Denis,4,3
2034-04-26,Denis,3,5
2034-04-28,Denis,2,3
2034-04-30,Denis,5,4
2034-05-02,Denis,5,5
2034-05-06,Denis,5,5
2034-05-07,Denis,3,2
2034-05-12,Denis,4,4
2034-05-14,Denis,2,7
2034-05-17,Denis,3,5
2034-05-19,Denis,4,7
2034-05-24,Denis,2,7
2034-05-26,Denis,4,6
2034-05-29,Denis,2,3
2034-05-30,Denis,2,6
2034-06-01,Denis,2,3
2034-06-05,Denis,5,7
2034-06-08,Denis,4,6
2034-06-10,Denis,3,6
2034-06-13,Denis,5,7
2034-06-18,Denis,5,6
2034-06-23,Denis,3,7
2034-06-25,Denis,3,7
2034-06-26,Denis,4,2
2034-07-07,Denis,4,4
2034-07-09,Denis,3,3
2034-07-10,Denis,5,2
2034-07-11,Denis,5,6
2034-07-12,Denis,3,5
2034-07-13,Denis,2,1
2034-07-14,Denis,5,7
2034-07-20,Denis,2,4
2034-07-22,Denis,5,1
2034-07-24,Denis,4,1
2034-07-28,Denis,4,5
2034-07-29,Denis,5,1
2034-08-01,Denis,4,6
2034-08-06,Denis,5,4
2034-08-11,Denis,5,7
2034-08-13,Denis,5,7
2034-08-16,Denis,5,3
2034-08-23,Denis,5,5
2034-08-24,Denis,2,2
2034-08-28,Denis,5,6
2034-08-29,Denis,5,4
2034-09-04,Denis,5,4
2034-09-08,Denis,5,6
2034-09-13,Denis,3,2
2034-09-14,Denis,2,4
2034-09-15,Denis,3,4
2034-09-18,Denis,3,3
2034-09-21,Denis,2,1
2034-09-30,Denis,3,3
2034-10-01,Denis,4,6
2034-10-02,Denis,3,4
2034-10-03,Denis,4,2
2034-10-11,Denis,4,2
2034-10-15,Denis,4,1
2034-10-16,Denis,3,1
2034-10-21,Denis,2,2
2034-10-22,Denis,2,6
2034-10-25,Denis,2,6
2034-10-31,Denis,3,1
2034-11-03,Denis,4,5
2034-11-07,Denis,4,1
2034-11-12,Denis,2,3
2034-11-15,Denis,5,4
2034-11-16,Denis,2,7
2034-11-18,Denis,5,2
2034-11-25,Denis,2,3
2034-11-30,Denis,5,5
2034-12-06,Denis,2,3
2034-12-10,Denis,2,5
2034-12-12,Denis,5,2
2034-12-13,Denis,4,2
2034-12-14,Denis,5,1
2034-12-15,Denis,4,2
2034-12-16,Denis,2,7
2034-12-17,Denis,4,1
2034-12-24,Denis,3,4
2034-12-30,Denis,3,5
2035-01-04,Denis,3,3
2035-01-05,Denis,5,5
2035-01-10,Denis,3,7
2035-01-11,Denis,5,7
2035-01-15,Denis,4,5
2035-01-16,Denis,2,2
2035-01-18,Denis,4,6
2035-01-19,Denis,4,5
2035-01-22,Denis,5,5
2035-01-25,Denis,2,3
2035-01-27,Denis,5,3
2035-01-28,Denis,4,2
2035-02-06,Denis,3,3
2035-02-07,Denis,2,3
2035-02-16,Denis,4,1
2035-02-17,Denis,4,7
2035-02-19,Denis,5,7
2035-02-22,Denis,2,5
2035-02-27,Denis,3,1
2035-03-03,Denis,4,3
2035-03-06,Denis,4,2
2035-03-07,Denis,3,7
2035-03-08,Denis,2,6
2035-03-11,Denis,3,6
2035-03-14,Denis,5,2
2035-03-15,Denis,2,3
2035-03-16,Denis,3,1
